SLURM_JOB_ID: 64623001
SLURM_JOB_USER: vsc30140
SLURM_JOB_ACCOUNT: lpt2_sysadmin
SLURM_JOB_NAME: job_configuration_space.slurm
SLURM_CLUSTER_NAME: wice
SLURM_JOB_PARTITION: batch_sapphirerapids
SLURM_NNODES: 1
SLURM_NODELIST: q16c42n1
SLURM_JOB_CPUS_PER_NODE: 96
Date: Thu Jun 12 16:04:34 CEST 2025
Walltime: 00-01:00:00
========================================================================
1,1,8.291195033
1,1,3.794077010
1,1,3.717248242
1,1,3.819305906
1,1,3.751764911
1,2,3.746546154
1,2,3.738084337
1,2,3.834244836
1,2,3.780217621
1,2,3.743043266
1,4,3.767031007
1,4,3.739221794
1,4,3.739389278
1,4,3.750073007
1,4,3.838279085
1,8,3.728914426
1,8,3.776052333
1,8,3.747080202
1,8,3.730413122
1,8,3.745643681
1,12,3.752503309
1,12,3.745254464
1,12,3.729437166
1,12,3.736518784
1,12,3.755578305
1,24,3.731620297
1,24,3.831412363
1,24,3.807537982
1,24,3.744650998
1,24,3.717414252
1,48,3.715493727
1,48,3.718104372
1,48,3.731236829
1,48,3.710909647
1,48,3.717267822
1,96,3.748613994
1,96,3.762101132
1,96,3.765340565
1,96,3.918315034
1,96,3.771471390
2,1,3.947386711
2,1,3.836730248
2,1,3.811957583
2,1,3.846479066
2,1,3.849624967
2,2,3.810677507
2,2,3.845634682
2,2,3.813508169
2,2,3.873417506
2,2,3.842588555
2,4,3.866996496
2,4,3.814570096
2,4,3.821966881
2,4,3.821655907
2,4,3.984796550
2,8,3.854841968
2,8,3.813806824
2,8,3.817163825
2,8,3.880184025
2,8,3.876537731
2,12,3.816063906
2,12,3.983136584
2,12,3.860604310
2,12,3.926047350
2,12,3.952633372
2,24,3.985209927
2,24,3.986500630
2,24,3.823628217
2,24,3.887432216
2,24,3.844393397
2,48,3.841830218
2,48,3.841839095
2,48,4.009676934
2,48,3.832624193
2,48,3.936902655
4,1,4.073770743
4,1,3.967328724
4,1,3.939137522
4,1,4.136917426
4,1,3.955220730
4,2,3.945063279
4,2,4.155502646
4,2,4.052933448
4,2,4.140443826
4,2,3.953215041
4,4,4.036118506
4,4,3.935569920
4,4,4.064289651
4,4,3.958046324
4,4,4.062888246
4,8,3.990945228
4,8,4.041452482
4,8,3.967217235
4,8,3.963372054
4,8,4.090407945
4,12,4.009513257
4,12,4.101818193
4,12,4.018072382
4,12,3.996752104
4,12,4.102628781
4,24,3.965967511
4,24,4.025602818
4,24,3.949198601
4,24,4.115822888
4,24,3.928794052
6,1,4.054956393
6,1,4.083712465
6,1,4.158571001
6,1,4.179282368
6,1,4.051187513
6,2,4.270814969
6,2,4.133406450
6,2,4.138130520
6,2,4.149414011
6,2,4.072604235
6,4,4.214103791
6,4,4.140017401
6,4,4.087326763
6,4,4.074511563
6,4,4.137586900
6,8,4.110685750
6,8,4.117856686
6,8,4.290886573
6,8,4.183153872
6,8,4.247086996
6,12,4.162324167
6,12,4.395598286
6,12,4.311988231
6,12,4.236740498
6,12,4.165884344
8,1,4.436482256
8,1,4.451471191
8,1,4.402121495
8,1,4.484467332
8,1,4.355393174
8,2,4.319260657
8,2,4.377480541
8,2,4.527602298
8,2,4.287787356
8,2,4.400291987
8,4,4.444615371
8,4,4.327123741
8,4,4.346748796
8,4,4.285548730
8,4,4.237362746
8,8,4.264245469
8,8,4.423932297
8,8,4.331359467
8,8,4.308394164
8,8,4.328267225
8,12,4.176298733
8,12,4.368402673
8,12,4.169390374
8,12,4.415755845
8,12,4.268141660
12,1,4.762917136
12,1,4.651841577
12,1,4.623714357
12,1,4.641038504
12,1,4.677672240
12,2,4.766533643
12,2,4.790221375
12,2,4.716035751
12,2,4.666012433
12,2,4.630197698
12,4,4.588215039
12,4,4.765365094
12,4,4.642234774
12,4,4.698442804
12,4,4.692523658
12,8,4.624852249
12,8,4.730664431
12,8,4.530329804
12,8,4.644097215
12,8,4.816661337
18,1,5.158517698
18,1,5.177546498
18,1,5.071905557
18,1,5.297974186
18,1,5.260462454
18,2,5.184773745
18,2,5.242356797
18,2,5.297959456
18,2,5.279428121
18,2,5.227396105
18,4,5.768066169
18,4,5.175614686
18,4,5.377006473
18,4,5.225229098
18,4,5.268561793
24,1,5.574736742
24,1,5.540487452
24,1,5.678349752
24,1,5.576428806
24,1,5.757997169
24,2,5.596328430
24,2,5.574733134
24,2,5.887714178
24,2,5.816429401
24,2,5.649730288
24,4,5.661657336
24,4,5.598551132
24,4,5.589164804
24,4,5.613872366
24,4,5.730749014
32,1,6.376605355
32,1,6.294276055
32,1,6.512525177
32,1,6.270648003
32,1,6.323724382
32,2,6.696418807
32,2,6.454292102
32,2,7.157017206
32,2,7.266061659
32,2,6.799620376
48,1,8.298227275
48,1,8.327958120
48,1,7.842204017
48,1,8.020331298
48,1,7.915194644
48,2,7.829370222
48,2,8.073086830
48,2,7.879770459
48,2,7.906776473
48,2,8.266984778
60,1,9.159027187
60,1,9.346374152
60,1,9.337311114
60,1,9.262929427
60,1,9.424302887
72,1,10.690700307
72,1,10.636359020
72,1,10.654133407
72,1,10.770111317
72,1,10.576111639
96,1,13.462930278
96,1,13.367048539
96,1,13.714895064
96,1,13.735265778
96,1,13.566144715
