afqofpvaus;0.6733645472933015
pusnzj;0.06061267407701365
de;0.8005925108616988
pusnzj;0.24865633392028563
hyrfitb;0.5362857539103444
hqxjebruz;0.4218816398344042
tlpjz;0.4626280684009674
hftcjj;0.44313074505345695
bain;0.09790872820160035
bain;0.8360275850799519
hftcjj;0.9263669830081276
aigfywirkxlggo;0.16631111060391401
bttdmogwlfosfi;0.4813584179710395
tihea;0.9024428655105486
gchqjjfgyqpese;0.3789731189769161
tihea;0.26520305817215195
xxpmcjzuggoct;0.2852492289469203
bain;0.6618713119507452
bttdmogwlfosfi;0.15479682527406413
ncb;0.21770089841417495
afqofpvaus;0.5791802908162562
bain;0.060957571476515815
de;0.05716527290748308
rfdyo;0.4767885171089349
qlndfipffbq;0.15743272793948326
qlndfipffbq;0.08011146524058688
gchqjjfgyqpese;0.06852133270379235
hftcjj;0.6752125536040902
aigfywirkxlggo;0.40377555131827747
rfdyo;0.24621534778862486
gmkcrjkw;0.039741662289064394
hftcjj;0.4192249153358725
rfdyo;0.5652269238440895
de;0.9347062577364272
hyrfitb;0.6697259747698292
de;0.23868595261584602
tihea;0.13087828212745645
ncb;0.457224572570452
hftcjj;0.009315456884246398
gmkcrjkw;0.9984544408544423
pusnzj;0.073260721099633
hyrfitb;0.5058846940487653
hqxjebruz;0.9332593779937091
hftcjj;0.8792702424845428
kbjznzwasrn;0.2849873912166567
xxpmcjzuggoct;0.833744954639807
ncb;0.6116777657259501
qlndfipffbq;0.007823107152157949
bain;0.2993787521999779
pusnzj;0.9389300039271039
hqxjebruz;0.26446592148712766
pusnzj;0.7424166839809987
hqxjebruz;0.2723482123148163
gmkcrjkw;0.21062965480694307
de;0.20359731232745293
tlpjz;0.5054090580979872
tlpjz;0.9053364910793232
afqofpvaus;0.09229846771273342
wgnexwhqpdto;0.8293480893722193
afqofpvaus;0.0035456890877823
hqxjebruz;0.6371133773013796
tlpjz;0.16158197627388615
xxpmcjzuggoct;0.5516804211263913
wgnexwhqpdto;0.5609068647747464
pusnzj;0.07524386007376704
hqxjebruz;0.5455902892055223
kbjznzwasrn;0.582509566489794
hqxjebruz;0.42978671288077175
afqofpvaus;0.3082583499301337
afqofpvaus;0.8989246365264746
hyrfitb;0.6820666883105765
pusnzj;0.35367863461461835
bain;0.8841347014510089
wgnexwhqpdto;0.973837022637289
hqxjebruz;0.9257638225695566
aigfywirkxlggo;0.864605696219964
gchqjjfgyqpese;0.8814162046633244
ctgdctopacg;0.179360663418207
de;0.7823864961476317
wgnexwhqpdto;0.8022351389371389
aigfywirkxlggo;0.26680570959447203
pusnzj;0.3825417225969343
afqofpvaus;0.8585932513377816
aigfywirkxlggo;0.19957283002575188
xxpmcjzuggoct;0.34965842444591866
aigfywirkxlggo;0.22292354720580898
hyrfitb;0.3984659785647835
tlpjz;0.8643529420302863
tlpjz;0.3511461290827522
qlndfipffbq;0.39967838436006087
bain;0.33114986821440706
ctgdctopacg;0.11534175185142759
tlpjz;0.17856781617246364
tlpjz;0.03825719735326272
gmkcrjkw;0.43456375856464435
de;0.43639388387060796
qlndfipffbq;0.11564578402933046
rfdyo;0.19007877450229604
afqofpvaus;0.7087852838341706
ctgdctopacg;0.5199203485665854
